UserID	RGsumevents	RGFirst_Date	RGLast_date	Event_type_first	Interventiontype_first
4388436	1	1/11/2009	1/11/2009	2	14
2631959	1	12/31/2008	12/31/2008	2	14
5471987	1	12/31/2008	12/31/2008	2	14
4527767	1	12/24/2008	12/24/2008	2	14
4321851	1	12/23/2008	12/23/2008	2	14
1033839	1	12/21/2008	12/21/2008	2	14
2486108	1	12/18/2008	12/18/2008	2	14
355882	1	12/2/2008	12/2/2008	2	14
1444218	1	12/2/2008	12/2/2008	2	14
5644752	1	12/1/2008	12/1/2008	2	14
7331786	1	11/27/2008	11/27/2008	2	14
6753866	1	11/20/2008	11/20/2008	2	14
2404466	1	11/18/2008	11/18/2008	2	14
6253459	1	11/13/2008	11/13/2008	2	14
1886970	1	11/6/2008	11/6/2008	2	14
7235291	1	11/6/2008	11/6/2008	2	14
6805097	1	11/5/2008	11/5/2008	2	14
6101255	1	10/29/2009	10/29/2009	1	14
5344620	1	11/17/2008	11/17/2008	1	14
6703614	1	9/21/2009	9/21/2009	11	13
91707	1	3/18/2009	3/18/2009	11	13
4407380	2	12/12/2008	12/19/2008	11	13
1337767	1	11/30/2009	11/30/2009	4	13
2395168	1	11/30/2009	11/30/2009	4	13
6834446	1	11/30/2009	11/30/2009	4	13
9758033	1	11/30/2009	11/30/2009	4	13
6923889	1	11/29/2009	11/29/2009	4	13
4608302	7	7/27/2009	11/29/2009	4	13
1560024	1	11/27/2009	11/27/2009	4	13
6234418	1	11/27/2009	11/27/2009	4	13
8936443	1	11/27/2009	11/27/2009	4	13
9822065	1	11/27/2009	11/27/2009	4	13
5723033	2	10/15/2009	11/27/2009	4	13
912480	2	11/3/2009	11/26/2009	4	13
2196540	2	11/25/2009	11/25/2009	4	13
8722594	1	11/25/2009	11/25/2009	4	13
3474698	1	11/24/2009	11/24/2009	4	13
5605210	1	11/24/2009	11/24/2009	4	13
6606784	2	11/3/2009	11/24/2009	4	13
3905925	1	11/23/2009	11/23/2009	4	13
9464003	1	11/23/2009	11/23/2009	4	13
9668315	1	11/23/2009	11/23/2009	4	13
2678522	2	10/15/2009	11/23/2009	4	13
9820476	1	11/22/2009	11/22/2009	4	13
3276027	1	11/19/2009	11/19/2009	4	13
6465687	4	9/9/2009	11/19/2009	4	13
4812626	1	11/18/2009	11/18/2009	4	13
9332547	1	11/18/2009	11/18/2009	4	13
3658329	1	11/17/2009	11/17/2009	4	13
9471827	1	11/17/2009	11/17/2009	4	13
5596445	2	11/8/2009	11/17/2009	4	13
5326898	2	5/13/2009	11/17/2009	4	13
1745411	1	11/16/2009	11/16/2009	4	13
7178510	1	11/15/2009	11/15/2009	4	13
7796899	1	11/15/2009	11/15/2009	4	13
9454181	1	11/15/2009	11/15/2009	4	13
4808882	2	10/11/2009	11/15/2009	4	13
2589710	4	10/8/2009	11/15/2009	4	13
4477271	1	11/13/2009	11/13/2009	4	13
8770288	1	11/12/2009	11/12/2009	4	13
7505656	1	11/11/2009	11/11/2009	4	13
596939	1	11/9/2009	11/9/2009	4	13
1921204	1	11/9/2009	11/9/2009	4	13
4213940	2	11/8/2009	11/9/2009	4	13
8827960	2	11/5/2009	11/9/2009	4	13
1034626	1	11/8/2009	11/8/2009	4	13
6210682	1	11/8/2009	11/8/2009	4	13
8025018	3	3/4/2009	11/8/2009	4	13
3777776	1	11/5/2009	11/5/2009	4	13
8986951	1	11/5/2009	11/5/2009	4	13
7339107	3	8/4/2009	11/5/2009	4	13
2803911	3	2/13/2009	11/5/2009	4	13
4486087	2	11/3/2009	11/3/2009	4	13
2315978	1	11/3/2009	11/3/2009	4	13
9405319	1	11/3/2009	11/3/2009	4	13
9622454	1	11/3/2009	11/3/2009	4	13
3057677	2	10/5/2009	11/3/2009	4	13
5472147	2	9/21/2009	11/3/2009	4	13
3315310	2	8/26/2009	11/3/2009	4	13
9619356	2	10/25/2009	10/29/2009	4	13
859526	1	10/27/2009	10/27/2009	4	13
1851270	1	10/27/2009	10/27/2009	4	13
8378566	1	10/27/2009	10/27/2009	4	13
9531528	1	10/27/2009	10/27/2009	4	13
5779301	2	10/14/2009	10/27/2009	4	13
2798232	5	7/15/2009	10/27/2009	4	13
2299626	1	10/25/2009	10/25/2009	4	13
9531463	1	10/25/2009	10/25/2009	4	13
3361967	2	10/14/2009	10/23/2009	4	13
8600820	5	7/30/2009	10/21/2009	4	13
1269295	1	10/20/2009	10/20/2009	4	13
6462869	1	10/20/2009	10/20/2009	4	13
9106822	1	10/19/2009	10/19/2009	4	13
8495659	3	9/2/2009	10/16/2009	4	13
7213503	1	10/14/2009	10/14/2009	4	13
7559222	1	10/14/2009	10/14/2009	4	13
7999920	1	10/14/2009	10/14/2009	4	13
8933678	1	10/13/2009	10/13/2009	4	13
1560599	1	10/12/2009	10/12/2009	4	13
1630590	1	10/12/2009	10/12/2009	4	13
9445577	1	10/12/2009	10/12/2009	4	13
2146460	2	7/23/2009	10/12/2009	4	13
6158120	3	9/16/2009	10/11/2009	4	13
7037523	4	6/30/2009	10/11/2009	4	13
7260125	1	10/7/2009	10/7/2009	4	13
8148005	1	10/6/2009	10/6/2009	4	13
708122	4	6/4/2009	10/6/2009	4	13
734038	1	10/5/2009	10/5/2009	4	13
7606420	1	10/5/2009	10/5/2009	4	13
1696904	2	10/4/2009	10/5/2009	4	13
7092024	2	9/24/2009	10/5/2009	4	13
3543480	3	6/30/2009	10/5/2009	4	13
1741128	2	6/26/2009	10/5/2009	4	13
8002134	2	6/12/2009	10/5/2009	4	13
7270272	4	7/29/2009	10/4/2009	4	13
1362042	1	10/2/2009	10/2/2009	4	13
3803789	1	10/2/2009	10/2/2009	4	13
4259441	1	10/2/2009	10/2/2009	4	13
5747107	1	10/2/2009	10/2/2009	4	13
7066755	1	10/1/2009	10/1/2009	4	13
8381254	3	6/29/2009	10/1/2009	4	13
1269588	1	9/30/2009	9/30/2009	4	13
2732585	1	9/30/2009	9/30/2009	4	13
9415459	1	9/30/2009	9/30/2009	4	13
4227877	6	6/15/2009	9/30/2009	4	13
5986101	5	1/28/2009	9/30/2009	4	13
9353702	2	9/10/2009	9/27/2009	4	13
1691317	1	9/24/2009	9/24/2009	4	13
3461699	1	9/22/2009	9/22/2009	4	13
6144218	1	9/22/2009	9/22/2009	4	13
9303388	1	9/22/2009	9/22/2009	4	13
2367866	1	9/21/2009	9/21/2009	4	13
7076627	1	9/21/2009	9/21/2009	4	13
9209255	1	9/21/2009	9/21/2009	4	13
9206426	2	9/2/2009	9/21/2009	4	13
4734610	1	9/20/2009	9/20/2009	4	13
5701306	1	9/17/2009	9/17/2009	4	13
7084127	1	9/17/2009	9/17/2009	4	13
8037545	1	9/17/2009	9/17/2009	4	13
9231906	1	9/17/2009	9/17/2009	4	13
8413551	1	9/16/2009	9/16/2009	4	13
4532357	1	9/15/2009	9/15/2009	4	13
7403363	1	9/15/2009	9/15/2009	4	13
5975827	1	9/15/2009	9/15/2009	4	13
7139334	1	9/14/2009	9/14/2009	4	13
3547929	2	1/19/2009	9/11/2009	4	13
9248197	1	9/10/2009	9/10/2009	4	13
1873384	1	9/9/2009	9/9/2009	4	13
2999207	1	9/9/2009	9/9/2009	4	13
9198271	1	9/9/2009	9/9/2009	4	13
1221797	1	9/8/2009	9/8/2009	4	13
5716084	1	9/7/2009	9/7/2009	4	13
4806066	1	9/4/2009	9/4/2009	4	13
5780761	1	9/3/2009	9/3/2009	4	13
8485173	1	9/3/2009	9/3/2009	4	13
2952806	1	9/2/2009	9/2/2009	4	13
1059479	1	9/1/2009	9/1/2009	4	13
4754125	1	9/1/2009	9/1/2009	4	13
9200696	1	9/1/2009	9/1/2009	4	13
829363	2	8/28/2009	9/1/2009	4	13
7114388	2	1/21/2009	9/1/2009	4	13
4717806	1	8/31/2009	8/31/2009	4	13
3020285	2	8/24/2009	8/31/2009	4	13
1191883	2	7/13/2009	8/31/2009	4	13
6804999	1	8/28/2009	8/28/2009	4	13
9200366	1	8/28/2009	8/28/2009	4	13
2327108	1	8/27/2009	8/27/2009	4	13
3217526	1	8/27/2009	8/27/2009	4	13
3334747	1	8/27/2009	8/27/2009	4	13
2947836	4	6/30/2009	8/24/2009	4	13
1073054	1	8/19/2009	8/19/2009	4	13
6630496	3	3/18/2009	8/19/2009	4	13
8235410	1	8/18/2009	8/18/2009	4	13
2669121	1	8/17/2009	8/17/2009	4	13
3810030	3	6/21/2009	8/17/2009	4	13
1353206	1	8/14/2009	8/14/2009	4	13
3321251	1	8/13/2009	8/13/2009	4	13
2710254	1	8/12/2009	8/12/2009	4	13
2704382	4	1/8/2009	8/12/2009	4	13
7165714	1	8/11/2009	8/11/2009	4	13
8977004	1	8/10/2009	8/10/2009	4	13
4971957	1	8/9/2009	8/9/2009	4	13
9051516	1	8/9/2009	8/9/2009	4	13
2950279	1	8/6/2009	8/6/2009	4	13
7282685	1	8/6/2009	8/6/2009	4	13
8861859	1	8/4/2009	8/4/2009	4	13
6239380	4	6/12/2009	8/2/2009	4	13
1522428	1	7/31/2009	7/31/2009	4	13
3531155	2	7/10/2009	7/29/2009	4	13
6865482	1	7/27/2009	7/27/2009	4	13
8182233	2	7/1/2009	7/27/2009	4	13
5071663	2	4/9/2009	7/27/2009	4	13
1161759	1	7/24/2009	7/24/2009	4	13
5312173	1	7/24/2009	7/24/2009	4	13
8979850	1	7/23/2009	7/23/2009	4	13
6217359	2	7/12/2009	7/23/2009	4	13
5826900	1	7/21/2009	7/21/2009	4	13
8769919	1	7/21/2009	7/21/2009	4	13
8956370	1	7/21/2009	7/21/2009	4	13
1853602	1	7/20/2009	7/20/2009	4	13
4796476	1	7/20/2009	7/20/2009	4	13
5275259	1	7/20/2009	7/20/2009	4	13
1969410	2	5/7/2009	7/15/2009	4	13
7939242	2	7/6/2009	7/14/2009	4	13
5833825	1	7/12/2009	7/12/2009	4	13
8432380	1	7/12/2009	7/12/2009	4	13
8872029	1	7/9/2009	7/9/2009	4	13
8869608	1	7/8/2009	7/8/2009	4	13
1679490	2	7/2/2009	7/8/2009	4	13
5028144	1	7/2/2009	7/2/2009	4	13
6216479	1	7/2/2009	7/2/2009	4	13
8916255	1	7/2/2009	7/2/2009	4	13
191415	2	4/22/2009	7/2/2009	4	13
8815127	1	7/1/2009	7/1/2009	4	13
1065910	1	6/30/2009	6/30/2009	4	13
4256504	2	1/20/2009	6/29/2009	4	13
7875229	1	6/28/2009	6/28/2009	4	13
1430272	2	4/14/2009	6/28/2009	4	13
375779	1	6/25/2009	6/25/2009	4	13
1453530	1	6/25/2009	6/25/2009	4	13
4896650	1	6/25/2009	6/25/2009	4	13
4856922	2	6/21/2009	6/25/2009	4	13
3835056	1	6/24/2009	6/24/2009	4	13
8549120	1	6/24/2009	6/24/2009	4	13
2064756	2	3/30/2009	6/21/2009	4	13
2062223	1	6/19/2009	6/19/2009	4	13
8281635	1	6/19/2009	6/19/2009	4	13
2685297	3	3/3/2009	6/19/2009	4	13
8781245	1	6/18/2009	6/18/2009	4	13
8728876	1	6/16/2009	6/16/2009	4	13
8656794	1	6/15/2009	6/15/2009	4	13
4444055	1	6/14/2009	6/14/2009	4	13
4686195	1	6/10/2009	6/10/2009	4	13
4573657	2	6/2/2009	6/8/2009	4	13
4932146	2	5/7/2009	6/8/2009	4	13
7857150	1	6/5/2009	6/5/2009	4	13
2689756	1	6/3/2009	6/3/2009	4	13
8381655	1	6/3/2009	6/3/2009	4	13
6209782	2	4/30/2009	6/3/2009	4	13
3294931	1	5/29/2009	5/29/2009	4	13
8555135	1	5/29/2009	5/29/2009	4	13
7831028	3	4/27/2009	5/28/2009	4	13
3458145	1	5/27/2009	5/27/2009	4	13
4550348	1	5/27/2009	5/27/2009	4	13
7038917	1	5/24/2009	5/24/2009	4	13
8263131	1	5/22/2009	5/22/2009	4	13
3669466	2	4/16/2009	5/19/2009	4	13
2769016	1	5/18/2009	5/18/2009	4	13
1711860	1	5/13/2009	5/13/2009	4	13
2804406	1	5/13/2009	5/13/2009	4	13
2871123	1	5/13/2009	5/13/2009	4	13
7181265	1	5/12/2009	5/12/2009	4	13
2143609	1	5/7/2009	5/7/2009	4	13
1236874	1	5/4/2009	5/4/2009	4	13
6603527	1	5/4/2009	5/4/2009	4	13
5215521	1	4/28/2009	4/28/2009	4	13
7868666	1	4/28/2009	4/28/2009	4	13
6254611	1	4/27/2009	4/27/2009	4	13
1402673	3	3/17/2009	4/27/2009	4	13
4717280	4	2/23/2009	4/27/2009	4	13
2179252	1	4/22/2009	4/22/2009	4	13
2780351	2	4/20/2009	4/20/2009	4	13
7090155	2	3/17/2009	4/20/2009	4	13
8203281	1	4/17/2009	4/17/2009	4	13
6024784	1	4/15/2009	4/15/2009	4	13
2143770	3	2/25/2009	4/15/2009	4	13
455766	2	2/12/2009	4/15/2009	4	13
815193	1	4/14/2009	4/14/2009	4	13
1110796	1	4/10/2009	4/10/2009	4	13
8132486	2	3/18/2009	4/9/2009	4	13
7106100	1	4/7/2009	4/7/2009	4	13
4807417	1	4/6/2009	4/6/2009	4	13
7779301	2	2/4/2009	4/6/2009	4	13
2344763	1	4/5/2009	4/5/2009	4	13
3438352	1	4/2/2009	4/2/2009	4	13
1121270	1	4/1/2009	4/1/2009	4	13
4268949	1	4/1/2009	4/1/2009	4	13
8211085	1	3/27/2009	3/27/2009	4	13
6923050	1	3/25/2009	3/25/2009	4	13
7951137	1	3/25/2009	3/25/2009	4	13
7894479	1	3/24/2009	3/24/2009	4	13
8073792	1	3/23/2009	3/23/2009	4	13
4029860	1	3/20/2009	3/20/2009	4	13
8130721	1	3/20/2009	3/20/2009	4	13
8064491	1	3/19/2009	3/19/2009	4	13
8234572	1	3/19/2009	3/19/2009	4	13
7153205	1	3/17/2009	3/17/2009	4	13
7700493	1	3/10/2009	3/10/2009	4	13
7528655	1	3/9/2009	3/9/2009	4	13
7193066	2	2/15/2009	3/9/2009	4	13
893392	2	2/19/2009	3/6/2009	4	13
3495839	1	3/5/2009	3/5/2009	4	13
1845693	2	12/12/2008	3/5/2009	4	13
7361310	1	3/4/2009	3/4/2009	4	13
5857632	1	2/24/2009	2/24/2009	4	13
5207909	1	2/23/2009	2/23/2009	4	13
3177629	1	2/20/2009	2/20/2009	4	13
6804795	1	2/20/2009	2/20/2009	4	13
6271391	1	2/16/2009	2/16/2009	4	13
2015501	1	2/13/2009	2/13/2009	4	13
3032087	1	2/12/2009	2/12/2009	4	13
1575816	1	2/11/2009	2/11/2009	4	13
4541490	4	1/13/2009	2/11/2009	4	13
3419034	1	2/10/2009	2/10/2009	4	13
5962099	2	2/4/2009	2/10/2009	4	13
7820328	2	2/1/2009	2/10/2009	4	13
4579343	3	1/7/2009	2/8/2009	4	13
7700119	1	2/5/2009	2/5/2009	4	13
1362354	1	1/28/2009	1/28/2009	4	13
6055979	1	1/28/2009	1/28/2009	4	13
7829655	1	1/28/2009	1/28/2009	4	13
5164417	1	1/22/2009	1/22/2009	4	13
2048423	1	1/20/2009	1/20/2009	4	13
5698470	1	1/19/2009	1/19/2009	4	13
1780205	1	1/16/2009	1/16/2009	4	13
4994531	1	1/15/2009	1/15/2009	4	13
7404711	1	1/14/2009	1/14/2009	4	13
2836309	1	1/13/2009	1/13/2009	4	13
6809437	2	12/4/2008	1/7/2009	4	13
452829	1	1/1/2009	1/1/2009	4	13
7111851	1	1/1/2009	1/1/2009	4	13
725520	1	12/31/2008	12/31/2008	4	13
7272696	1	12/12/2008	12/12/2008	4	13
1887198	1	12/11/2008	12/11/2008	4	13
7113989	1	12/3/2008	12/3/2008	4	13
4963002	1	11/4/2008	11/4/2008	4	13
4227662	1	10/20/2009	10/20/2009	2	13
3833071	1	3/9/2009	3/9/2009	2	13
3787839	1	3/6/2009	3/6/2009	2	13
986088	1	2/24/2009	2/24/2009	2	13
1175809	1	8/21/2009	8/21/2009	11	12
9678195	1	11/27/2009	11/27/2009	11	11
4394754	2	11/19/2009	11/26/2009	11	11
5622189	1	11/23/2009	11/23/2009	11	11
9693096	1	11/23/2009	11/23/2009	11	11
5785051	1	11/19/2009	11/19/2009	11	11
9593498	1	11/19/2009	11/19/2009	11	11
9300212	2	10/13/2009	11/19/2009	11	11
832139	2	11/16/2009	11/17/2009	11	11
9648676	1	11/15/2009	11/15/2009	11	11
5061924	1	11/12/2009	11/12/2009	11	11
3663169	1	11/11/2009	11/11/2009	11	11
6532147	1	11/9/2009	11/9/2009	11	11
5947607	1	11/3/2009	11/3/2009	11	11
6175402	1	11/3/2009	11/3/2009	11	11
3964007	5	9/22/2009	11/3/2009	11	11
6585349	1	10/25/2009	10/25/2009	11	11
9562214	1	10/23/2009	10/23/2009	11	11
2137863	2	10/22/2009	10/22/2009	11	11
6649792	1	10/22/2009	10/22/2009	11	11
6884788	1	10/22/2009	10/22/2009	11	11
9450603	1	10/20/2009	10/20/2009	11	11
4867029	1	10/19/2009	10/19/2009	11	11
2085469	1	10/15/2009	10/15/2009	11	11
6781537	1	10/15/2009	10/15/2009	11	11
7728951	1	10/15/2009	10/15/2009	11	11
3680952	1	10/14/2009	10/14/2009	11	11
4022654	2	2/19/2009	10/14/2009	11	11
6504842	1	10/12/2009	10/12/2009	11	11
581568	1	10/7/2009	10/7/2009	11	11
5670707	1	10/2/2009	10/2/2009	11	11
6721658	1	10/2/2009	10/2/2009	11	11
8525546	1	10/2/2009	10/2/2009	11	11
5699878	1	10/1/2009	10/1/2009	11	11
6237966	1	10/1/2009	10/1/2009	11	11
5659487	1	9/30/2009	9/30/2009	11	11
9225017	1	9/22/2009	9/22/2009	11	11
8903787	1	9/21/2009	9/21/2009	11	11
9384716	1	9/15/2009	9/15/2009	11	11
8747247	2	9/7/2009	9/7/2009	11	11
4946392	1	9/7/2009	9/7/2009	11	11
9288483	1	9/4/2009	9/4/2009	11	11
113136	2	3/16/2009	8/24/2009	11	11
2852203	1	8/20/2009	8/20/2009	11	11
9099550	1	8/20/2009	8/20/2009	11	11
5825306	1	8/17/2009	8/17/2009	11	11
6562237	1	8/17/2009	8/17/2009	11	11
8139534	1	8/12/2009	8/12/2009	11	11
7956936	1	8/9/2009	8/9/2009	11	11
5313810	1	7/21/2009	7/21/2009	11	11
2566614	1	7/17/2009	7/17/2009	11	11
2836222	1	7/17/2009	7/17/2009	11	11
217121	1	7/16/2009	7/16/2009	11	11
2121263	1	7/16/2009	7/16/2009	11	11
1680615	1	7/15/2009	7/15/2009	11	11
8165234	1	7/3/2009	7/3/2009	11	11
3208357	1	6/22/2009	6/22/2009	11	11
868583	1	6/12/2009	6/12/2009	11	11
2314911	1	6/12/2009	6/12/2009	11	11
4006708	1	6/12/2009	6/12/2009	11	11
2070894	1	6/4/2009	6/4/2009	11	11
4683871	1	5/25/2009	5/25/2009	11	11
2155065	1	5/19/2009	5/19/2009	11	11
7729448	4	3/30/2009	5/19/2009	11	11
7940016	1	5/8/2009	5/8/2009	11	11
2580478	1	5/5/2009	5/5/2009	11	11
1477587	1	5/4/2009	5/4/2009	11	11
1195259	1	4/17/2009	4/17/2009	11	11
8053150	1	4/17/2009	4/17/2009	11	11
1457496	1	4/14/2009	4/14/2009	11	11
6549218	1	4/9/2009	4/9/2009	11	11
1894098	1	4/8/2009	4/8/2009	11	11
6283338	1	4/6/2009	4/6/2009	11	11
7821179	1	4/5/2009	4/5/2009	11	11
3726963	1	4/2/2009	4/2/2009	11	11
1054028	1	3/30/2009	3/30/2009	11	11
7957911	1	3/27/2009	3/27/2009	11	11
6226264	1	3/23/2009	3/23/2009	11	11
7515133	1	3/23/2009	3/23/2009	11	11
1630307	1	3/20/2009	3/20/2009	11	11
6206370	1	3/16/2009	3/16/2009	11	11
4315528	1	3/6/2009	3/6/2009	11	11
7318774	1	2/17/2009	2/17/2009	11	11
3789713	1	2/6/2009	2/6/2009	11	11
3222322	1	1/29/2009	1/29/2009	11	11
6698316	1	1/21/2009	1/21/2009	11	11
402872	1	1/19/2009	1/19/2009	11	11
6433107	1	1/19/2009	1/19/2009	11	11
1967044	1	1/1/2009	1/1/2009	11	11
6985339	1	12/31/2008	12/31/2008	11	11
7038212	1	12/30/2008	12/30/2008	11	11
5313713	1	12/21/2008	12/21/2008	11	11
7114723	1	12/1/2008	12/1/2008	11	11
9349574	2	9/14/2009	9/22/2009	10	9
1039083	2	4/8/2009	6/18/2009	9	9
3738958	1	9/8/2009	9/8/2009	7	9
1292648	1	7/29/2009	7/29/2009	7	9
3033642	1	7/19/2009	7/19/2009	7	9
652803	1	4/10/2009	4/10/2009	7	9
2499607	1	3/5/2009	3/5/2009	7	9
306915	1	12/22/2008	12/22/2008	7	9
572029	1	11/24/2008	11/24/2008	7	9
6262149	1	11/17/2008	11/17/2008	7	9
3789290	1	11/7/2008	11/7/2008	7	9
4136365	1	7/15/2009	7/15/2009	1	9
2091973	1	11/30/2009	11/30/2009	9	8
2267659	1	11/27/2009	11/27/2009	9	8
943528	1	11/22/2009	11/22/2009	9	8
4026291	3	10/23/2009	11/20/2009	9	8
3474653	1	11/19/2009	11/19/2009	9	8
1467720	2	11/13/2009	11/19/2009	9	8
1538409	1	11/18/2009	11/18/2009	9	8
7105758	1	11/10/2009	11/10/2009	9	8
3914576	1	11/8/2009	11/8/2009	9	8
4882145	2	10/8/2009	11/8/2009	9	8
6385247	1	11/5/2009	11/5/2009	9	8
2715739	2	10/20/2009	11/3/2009	9	8
4996838	2	5/6/2009	10/23/2009	9	8
5106620	1	10/22/2009	10/22/2009	9	8
8706063	1	10/22/2009	10/22/2009	9	8
4863920	2	1/22/2009	10/22/2009	9	8
2673382	1	10/20/2009	10/20/2009	9	8
2130908	2	10/19/2009	10/20/2009	9	8
4980745	2	7/28/2009	10/16/2009	9	8
8935727	1	10/13/2009	10/13/2009	9	8
8120498	1	10/12/2009	10/12/2009	9	8
9411611	1	10/7/2009	10/7/2009	9	8
2083227	1	10/1/2009	10/1/2009	9	8
8258467	1	10/1/2009	10/1/2009	9	8
5917254	2	11/7/2008	9/27/2009	9	8
1995745	1	9/20/2009	9/20/2009	9	8
6774193	1	9/18/2009	9/18/2009	9	8
1309623	2	8/23/2009	9/16/2009	9	8
7612328	2	6/2/2009	9/10/2009	9	8
1862652	1	9/7/2009	9/7/2009	9	8
1819339	3	7/19/2009	9/7/2009	9	8
1169296	2	1/12/2009	9/3/2009	9	8
8876590	1	9/2/2009	9/2/2009	9	8
2258689	1	8/27/2009	8/27/2009	9	8
4579060	1	8/26/2009	8/26/2009	9	8
4741334	1	8/25/2009	8/25/2009	9	8
5438659	1	8/25/2009	8/25/2009	9	8
1834053	1	8/18/2009	8/18/2009	9	8
4675453	1	8/17/2009	8/17/2009	9	8
7414920	1	8/17/2009	8/17/2009	9	8
2053042	1	8/12/2009	8/12/2009	9	8
5266116	1	8/12/2009	8/12/2009	9	8
5844572	1	8/6/2009	8/6/2009	9	8
5800871	1	8/3/2009	8/3/2009	9	8
1533580	1	8/2/2009	8/2/2009	9	8
1261993	1	7/24/2009	7/24/2009	9	8
1864071	1	7/16/2009	7/16/2009	9	8
2059854	1	7/16/2009	7/16/2009	9	8
332091	1	7/15/2009	7/15/2009	9	8
5321798	1	7/15/2009	7/15/2009	9	8
6795757	1	7/12/2009	7/12/2009	9	8
7862495	3	3/4/2009	7/10/2009	9	8
717922	1	7/9/2009	7/9/2009	9	8
380006	1	7/7/2009	7/7/2009	9	8
3667286	1	7/7/2009	7/7/2009	9	8
1089300	2	12/29/2008	7/6/2009	9	8
5313336	1	6/26/2009	6/26/2009	9	8
7335300	1	6/26/2009	6/26/2009	9	8
3805497	1	6/19/2009	6/19/2009	9	8
6541481	2	1/13/2009	6/15/2009	9	8
6424006	1	6/8/2009	6/8/2009	9	8
6860191	4	2/19/2009	6/8/2009	9	8
4359774	1	5/29/2009	5/29/2009	9	8
349493	1	5/28/2009	5/28/2009	9	8
378707	1	5/22/2009	5/22/2009	9	8
5508867	1	5/19/2009	5/19/2009	9	8
2544602	1	5/18/2009	5/18/2009	9	8
6549874	1	5/18/2009	5/18/2009	9	8
6263708	1	5/12/2009	5/12/2009	9	8
6427788	1	5/8/2009	5/8/2009	9	8
8639424	1	5/8/2009	5/8/2009	9	8
1966235	1	5/4/2009	5/4/2009	9	8
3424027	1	4/29/2009	4/29/2009	9	8
8499668	1	4/24/2009	4/24/2009	9	8
1782215	1	4/20/2009	4/20/2009	9	8
4427998	1	4/14/2009	4/14/2009	9	8
1489176	1	4/10/2009	4/10/2009	9	8
6538146	1	4/6/2009	4/6/2009	9	8
1444690	1	4/2/2009	4/2/2009	9	8
2628935	2	2/13/2009	3/30/2009	9	8
2455322	1	3/27/2009	3/27/2009	9	8
2530627	1	3/23/2009	3/23/2009	9	8
348381	1	3/20/2009	3/20/2009	9	8
8069918	1	3/16/2009	3/16/2009	9	8
6363863	1	3/11/2009	3/11/2009	9	8
1519947	1	3/10/2009	3/10/2009	9	8
5826958	1	3/4/2009	3/4/2009	9	8
5848734	1	3/3/2009	3/3/2009	9	8
816423	1	3/2/2009	3/2/2009	9	8
3724040	1	3/2/2009	3/2/2009	9	8
7282163	1	2/27/2009	2/27/2009	9	8
8015920	1	2/27/2009	2/27/2009	9	8
3879168	1	2/24/2009	2/24/2009	9	8
7802954	2	2/6/2009	2/19/2009	9	8
1516433	1	2/16/2009	2/16/2009	9	8
3068010	1	2/16/2009	2/16/2009	9	8
5566333	1	2/15/2009	2/15/2009	9	8
626970	1	2/13/2009	2/13/2009	9	8
3847660	1	2/12/2009	2/12/2009	9	8
5013004	1	2/11/2009	2/11/2009	9	8
5405914	1	2/10/2009	2/10/2009	9	8
3474092	1	2/4/2009	2/4/2009	9	8
6656467	1	2/3/2009	2/3/2009	9	8
4101116	1	1/29/2009	1/29/2009	9	8
5672160	1	1/28/2009	1/28/2009	9	8
6778625	1	1/28/2009	1/28/2009	9	8
7264701	1	1/28/2009	1/28/2009	9	8
3494737	1	1/27/2009	1/27/2009	9	8
4361017	1	1/27/2009	1/27/2009	9	8
5599403	1	1/27/2009	1/27/2009	9	8
7600109	1	1/23/2009	1/23/2009	9	8
6126648	1	1/21/2009	1/21/2009	9	8
7752021	1	1/16/2009	1/16/2009	9	8
7710580	1	1/14/2009	1/14/2009	9	8
2017170	1	1/13/2009	1/13/2009	9	8
5941013	1	1/13/2009	1/13/2009	9	8
7610555	1	1/13/2009	1/13/2009	9	8
5374667	1	1/9/2009	1/9/2009	9	8
7498966	1	1/8/2009	1/8/2009	9	8
4338065	1	1/7/2009	1/7/2009	9	8
6329514	1	1/6/2009	1/6/2009	9	8
1226683	1	12/31/2008	12/31/2008	9	8
1663129	1	12/31/2008	12/31/2008	9	8
5991366	1	12/31/2008	12/31/2008	9	8
7257578	1	12/31/2008	12/31/2008	9	8
1866785	1	12/30/2008	12/30/2008	9	8
727358	1	12/29/2008	12/29/2008	9	8
3704921	1	12/28/2008	12/28/2008	9	8
4111916	1	12/22/2008	12/22/2008	9	8
5046922	1	12/22/2008	12/22/2008	9	8
4890437	1	12/12/2008	12/12/2008	9	8
5618421	1	12/10/2008	12/10/2008	9	8
7289279	1	12/1/2008	12/1/2008	9	8
1825093	1	11/25/2008	11/25/2008	9	8
6179226	1	11/21/2008	11/21/2008	9	8
4639641	1	11/12/2008	11/12/2008	9	8
7133370	2	11/3/2008	11/12/2008	9	8
31965	1	3/4/2009	3/4/2009	2	8
1983615	1	2/27/2009	2/27/2009	2	8
9559120	1	10/16/2009	10/16/2009	10	6
36916	1	10/1/2009	10/1/2009	10	6
4455380	1	11/30/2009	11/30/2009	9	6
8725279	1	11/30/2009	11/30/2009	9	6
6353364	1	11/25/2009	11/25/2009	9	6
3482637	2	11/20/2009	11/23/2009	9	6
7939276	1	11/17/2009	11/17/2009	9	6
9013172	1	11/17/2009	11/17/2009	9	6
1128286	1	11/16/2009	11/16/2009	9	6
