USERID	RG_case	CountryName	LanguageName	Gender	YearofBirth	Registration_date	First_Deposit_Date
6316166	1	Hungary	Hungarian	M	1974	4/19/2008	5/22/2008
6407477	1	Germany.COM	German	M	1981	5/9/2008	5/21/2008
6395232	1	Spain	Spanish	M	1974	5/7/2008	5/20/2008
6219557	1	Portugal	Portuguese	M	1989	4/2/2008	5/19/2008
6434840	1	Portugal	Portuguese	M	1980	5/16/2008	5/16/2008
6433107	1	United Kingdom	English	M	1963	5/16/2008	5/16/2008
6424006	1	Romania	Romanian	M	1987	5/13/2008	5/16/2008
6427788	1	Greece.BAW	Greek	M	1976	5/14/2008	5/15/2008
6202339	1	Germany.COM	German	M	1983	3/29/2008	5/13/2008
6353958	1	Greece.BAW	Greek	M	1985	4/28/2008	5/12/2008
6408147	1	Germany.COM	German	M	1983	5/10/2008	5/10/2008
6407540	1	Portugal	Portuguese	M	1951	5/9/2008	5/10/2008
6388195	1	Germany.COM	German	M	1984	5/5/2008	5/9/2008
6395575	1	Germany.COM	Turkish	M	1980	5/7/2008	5/8/2008
6158120	1	Germany.COM	German	M	1967	3/21/2008	5/8/2008
6385247	1	Germany.COM	German	M	1986	5/4/2008	5/7/2008
2031783	1	Hungary	Hungarian	M	1954	10/19/2005	5/6/2008
6385334	1	Germany.COM	German	M	1955	5/4/2008	5/4/2008
6363863	1	Greece.BAW	Greek	M	1982	4/30/2008	5/1/2008
6360996	1	Germany.COM	German	M	1989	4/29/2008	4/29/2008
6175402	1	Mexico.MX	Spanish	M	1956	3/24/2008	4/29/2008
6254611	1	France.COM	French	M	1976	4/8/2008	4/26/2008
6340903	1	Austria	German	M	1987	4/25/2008	4/25/2008
5962652	1	Germany.COM	German	M	1949	2/17/2008	4/25/2008
6338509	1	France.COM	French	M	1983	4/24/2008	4/24/2008
1741128	1	Switzerland	German	M	1969	7/22/2005	4/24/2008
6333251	1	Germany.COM	German	M	1990	4/23/2008	4/23/2008
6329080	1	Germany.COM	German	M	1989	4/22/2008	4/23/2008
6329514	1	Greece.BAW	Greek	M	1978	4/22/2008	4/22/2008
513616	1	Germany.COM	German	M	1980	6/18/2002	4/20/2008
4444055	1	Hungary	Hungarian	M	1971	3/3/2007	4/18/2008
6286166	1	Romania	Romanian	M	1983	4/14/2008	4/14/2008
6283338	1	Poland	Polish	M	1975	4/13/2008	4/13/2008
6239479	1	Poland	Polish	M	1970	4/5/2008	4/13/2008
6278578	1	Belgium	French	M	1950	4/12/2008	4/12/2008
6239380	1	Germany.COM	German	M	1982	4/5/2008	4/11/2008
6263708	1	Poland	Polish	M	1983	4/10/2008	4/10/2008
6262149	1	Spain	Spanish	M	1982	4/9/2008	4/9/2008
5659487	1	Spain	Spanish	M	1987	12/16/2007	4/9/2008
6253459	1	Austria	German	M	1957	4/8/2008	4/8/2008
6237129	1	Germany.COM	German	M	1951	4/5/2008	4/8/2008
6243517	1	Spain	Spanish	M	1979	4/6/2008	4/6/2008
6236744	1	Germany.COM	German	M	1979	4/5/2008	4/6/2008
5825306	1	Luxembourg	French	M	1972	1/22/2008	4/6/2008
6237966	1	Poland	Polish	M	1973	4/5/2008	4/5/2008
6209782	1	Germany.COM	German	M	1989	3/31/2008	4/4/2008
6226264	1	Italy.IT	Italian	M	1948	4/3/2008	4/3/2008
6144218	1	Poland	Polish	M	1980	3/19/2008	4/2/2008
6216479	1	Greece.BAW	Greek	M	1984	4/1/2008	4/1/2008
6210682	1	Romania	Romanian	M	1976	3/31/2008	3/31/2008
5872708	1	Spain	Spanish	M	1986	1/31/2008	3/31/2008
6203853	1	Finland	Russian	M	1981	3/30/2008	3/30/2008
6206370	1	Germany.COM	German	M	1974	3/30/2008	3/30/2008
6198425	1	United Kingdom	English	M	1977	3/29/2008	3/30/2008
6197462	1	Germany.COM	German	M	1973	3/29/2008	3/29/2008
6176615	1	Czech Republic	Czech	M	1974	3/25/2008	3/28/2008
6179226	1	France.COM	French	M	1984	3/25/2008	3/25/2008
6119321	1	Greece.BAW	Greek	M	1978	3/14/2008	3/21/2008
6132014	1	Germany.COM	German	M	1989	3/16/2008	3/20/2008
6116403	1	Italy.BAW	Italian	M	1971	3/14/2008	3/18/2008
6126648	1	Greece.BAW	Greek	M	1979	3/15/2008	3/15/2008
6123259	1	Spain	Spanish	M	1968	3/15/2008	3/15/2008
6122343	1	Germany.COM	German	M	1951	3/15/2008	3/15/2008
6104222	1	Germany.COM	German	M	1983	3/12/2008	3/15/2008
5494987	1	Greece.BAW	Greek	M	1980	11/14/2007	3/15/2008
2956360	1	Romania	English	M	1981	5/30/2006	3/12/2008
6098935	1	Germany.COM	German	M	1953	3/11/2008	3/11/2008
5659426	1	Germany.COM	German	M	1976	12/16/2007	3/8/2008
6050681	1	Poland	Polish	M	1990	3/3/2008	3/7/2008
6053709	1	France.COM	French	M	1978	3/4/2008	3/6/2008
6050005	1	France.COM	French	M	1983	3/3/2008	3/5/2008
6055498	1	Spain	Spanish	M	1984	3/4/2008	3/4/2008
6055979	1	Austria	German	M	1968	3/4/2008	3/4/2008
6026635	1	Romania	English	M	1989	2/28/2008	2/28/2008
6029485	1	Germany.COM	German	M	1984	2/28/2008	2/28/2008
1792037	1	Poland	Polish	M	1986	8/16/2005	2/28/2008
6024784	1	France.COM	French	M	1986	2/27/2008	2/27/2008
6024614	1	Greece.BAW	Greek	M	1980	2/27/2008	2/27/2008
6021643	1	Greece.BAW	Greek	M	1977	2/27/2008	2/27/2008
5740712	1	Czech Republic	Czech	M	1982	1/4/2008	2/26/2008
6005561	1	Greece.BTO	Greek	M	1975	2/24/2008	2/24/2008
6002495	1	Germany.COM	German	M	1967	2/23/2008	2/23/2008
5991366	1	Germany.COM	German	M	1985	2/22/2008	2/22/2008
5986101	1	Austria	German	M	1966	2/21/2008	2/21/2008
5924857	1	Hungary	Hungarian	M	1959	2/10/2008	2/21/2008
5947607	1	United Kingdom	English	M	1987	2/14/2008	2/20/2008
2187527	1	Germany.COM	German	M	1975	11/26/2005	2/20/2008
5975827	1	Romania	Romanian	M	1985	2/19/2008	2/19/2008
5756589	1	Germany.COM	German	M	1988	1/8/2008	2/19/2008
5961786	1	Poland	Polish	M	1975	2/17/2008	2/18/2008
2547501	1	Spain	Spanish	M	1966	2/25/2006	2/18/2008
5961595	1	Germany.COM	German	M	1980	2/17/2008	2/17/2008
5962099	1	Germany.COM	German	M	1965	2/17/2008	2/17/2008
5957978	1	Portugal	Portuguese	M	1987	2/16/2008	2/16/2008
5919839	1	Germany.COM	German	M	1989	2/9/2008	2/16/2008
5950764	1	Germany.COM	German	M	1980	2/15/2008	2/15/2008
4022654	1	Switzerland	German	M	1958	11/24/2006	2/14/2008
5941013	1	Cyprus	Greek	M	1980	2/13/2008	2/13/2008
5911218	1	Spain	Spanish	M	1986	2/8/2008	2/12/2008
5925043	1	Germany.COM	German	M	1989	2/10/2008	2/10/2008
5923200	1	Hungary	Hungarian	M	1974	2/10/2008	2/10/2008
5698470	1	Germany.COM	German	M	1974	12/24/2007	2/7/2008
3942982	1	Germany.COM	German	M	1984	11/7/2006	2/7/2008
3461699	1	Russian Federation	Russian	M	1974	7/11/2006	2/7/2008
5895179	1	Poland	Polish	M	1989	2/4/2008	2/6/2008
2251981	1	Germany.COM	German	M	1987	12/10/2005	2/6/2008
5875832	1	Greece.BAW	Greek	M	1983	1/31/2008	1/31/2008
5833888	1	Germany.COM	German	M	1981	1/24/2008	1/29/2008
5848734	1	Greece.BTO	Greek	M	1985	1/27/2008	1/28/2008
5844572	1	Netherlands	Dutch	M	1987	1/26/2008	1/27/2008
5807457	1	United Kingdom	English	M	1979	1/19/2008	1/25/2008
5266116	1	Spain	Spanish	M	1975	9/30/2007	1/25/2008
5833825	1	Spain	Spanish	M	1968	1/24/2008	1/24/2008
5806905	1	Germany.COM	German	M	1990	1/19/2008	1/24/2008
5826958	1	Greece.BAW	Greek	M	1985	1/23/2008	1/23/2008
5826900	1	Poland	Polish	M	1975	1/23/2008	1/23/2008
5771220	1	Germany.COM	German	M	1989	1/11/2008	1/23/2008
5785051	1	Germany.COM	German	M	1962	1/14/2008	1/22/2008
5803392	1	Romania	Romanian	M	1985	1/18/2008	1/19/2008
5800871	1	Germany.COM	German	M	1974	1/17/2008	1/17/2008
5781728	1	Spain	Spanish	M	1968	1/13/2008	1/16/2008
2530627	1	France.COM	French	M	1987	2/21/2006	1/15/2008
4504325	1	Slovakia	Slovak	M	1987	3/15/2007	1/14/2008
5779301	1	Spain	Spanish	M	1979	1/13/2008	1/13/2008
5772420	1	France.COM	French	M	1980	1/11/2008	1/11/2008
5746942	1	Poland	Polish	M	1978	1/6/2008	1/8/2008
5747107	1	Belgium	Dutch	M	1983	1/6/2008	1/6/2008
5737882	1	France.COM	French	M	1988	1/4/2008	1/4/2008
852596	1	Germany.COM	German	M	1982	11/26/2003	1/3/2008
5723033	1	Germany.COM	German	M	1974	12/31/2007	1/1/2008
5716084	1	Spain	Spanish	M	1972	12/29/2007	12/29/2007
5716289	1	France.COM	French	M	1970	12/29/2007	12/29/2007
5709219	1	Malta	English	M	1983	12/27/2007	12/27/2007
5699878	1	Germany.COM	German	M	1980	12/25/2007	12/25/2007
5701306	1	France.COM	French	M	1979	12/25/2007	12/25/2007
5691546	1	Germany.COM	German	M	1988	12/23/2007	12/23/2007
5678031	1	Poland	Polish	M	1970	12/20/2007	12/23/2007
4318071	1	Hungary	Hungarian	M	1984	2/5/2007	12/23/2007
5650434	1	Germany.COM	German	M	1977	12/14/2007	12/21/2007
5678852	1	Greece.BAW	Greek	M	1979	12/20/2007	12/20/2007
5670707	1	Spain	Spanish	M	1965	12/18/2007	12/20/2007
5673729	1	Germany.COM	German	M	1975	12/19/2007	12/19/2007
5604384	1	Germany.COM	German	M	1989	12/6/2007	12/19/2007
5672160	1	Germany.COM	German	M	1986	12/18/2007	12/18/2007
5659562	1	Spain	Spanish	M	1986	12/16/2007	12/16/2007
5660719	1	Switzerland	German	M	1979	12/16/2007	12/16/2007
5644752	1	Germany.COM	German	M	1981	12/13/2007	12/15/2007
5617435	1	Portugal	Portuguese	M	1988	12/8/2007	12/15/2007
5618421	1	Netherlands	Dutch	M	1984	12/8/2007	12/15/2007
5411906	1	Hungary	Hungarian	M	1970	10/29/2007	12/14/2007
5104588	1	Croatia	Croatian	M	1987	8/29/2007	12/14/2007
5592984	1	Greece.BAW	Greek	M	1984	12/4/2007	12/11/2007
5622189	1	Spain	Spanish	M	1974	12/9/2007	12/9/2007
3797443	1	France.COM	French	M	1975	10/8/2006	12/8/2007
2354456	1	Romania	Romanian	M	1980	1/11/2006	12/8/2007
2950279	1	Poland	Polish	M	1982	5/29/2006	12/7/2007
5373487	1	Germany.COM	German	M	1989	10/22/2007	12/6/2007
5549911	1	Poland	Polish	M	1985	11/26/2007	12/5/2007
5372244	1	Greece.BAW	Greek	M	1976	10/22/2007	12/5/2007
4590533	1	Hungary	Hungarian	M	1988	4/5/2007	12/5/2007
4427998	1	France.COM	French	M	1977	2/28/2007	12/5/2007
5596445	1	France.COM	French	M	1982	12/4/2007	12/4/2007
5392477	1	Spain	Spanish	M	1976	10/26/2007	12/4/2007
5374667	1	Switzerland	French	M	1970	10/23/2007	12/4/2007
5569750	1	Greece.BAW	Greek	M	1984	11/30/2007	11/30/2007
5321798	1	Slovenia	Slovenian	M	1975	10/11/2007	11/30/2007
5566333	1	Greece.BAW	Greek	M	1970	11/29/2007	11/29/2007
5560128	1	Greece.BAW	English	M	1958	11/28/2007	11/28/2007
5469148	1	Germany.COM	German	M	1976	11/9/2007	11/28/2007
5555972	1	Germany.COM	German	M	1986	11/27/2007	11/27/2007
5554333	1	Germany.COM	German	M	1984	11/27/2007	11/27/2007
5549778	1	Switzerland	French	M	1953	11/26/2007	11/26/2007
5546682	1	France.COM	French	M	1973	11/25/2007	11/25/2007
5536600	1	Germany.COM	German	M	1988	11/23/2007	11/23/2007
1533580	1	Spain	Spanish	M	1971	4/17/2005	11/22/2007
5524866	1	France.COM	French	M	1981	11/21/2007	11/21/2007
5523407	1	Germany.COM	German	M	1981	11/20/2007	11/20/2007
5516276	1	Germany.COM	German	M	1989	11/19/2007	11/20/2007
5508867	1	Poland	Polish	M	1989	11/17/2007	11/20/2007
5296024	1	Germany.COM	German	M	1989	10/6/2007	11/19/2007
5508645	1	Germany.COM	German	M	1986	11/17/2007	11/17/2007
5499555	1	Germany.COM	German	M	1988	11/15/2007	11/15/2007
5488160	1	Germany.COM	German	M	1983	11/13/2007	11/13/2007
5490778	1	Germany.COM	German	M	1973	11/13/2007	11/13/2007
1524410	1	Poland	Polish	M	1976	4/14/2005	11/13/2007
5478522	1	France.COM	French	M	1972	11/11/2007	11/11/2007
275466	1	Denmark	English	M	1974	5/30/2001	11/11/2007
5471987	1	Spain	Spanish	M	1986	11/10/2007	11/10/2007
5474804	1	Germany.COM	German	M	1983	11/10/2007	11/10/2007
5470090	1	United Kingdom	Polish	M	1982	11/9/2007	11/10/2007
3688036	1	Spain	Spanish	M	1979	9/13/2006	11/10/2007
5458401	1	France.COM	French	M	1966	11/7/2007	11/7/2007
5457785	1	Greece.BTO	Greek	M	1949	11/7/2007	11/7/2007
5436914	1	Hungary	Hungarian	M	1960	11/3/2007	11/5/2007
5428519	1	France.COM	French	M	1988	11/2/2007	11/2/2007
5429528	1	Romania	Romanian	M	1982	11/2/2007	11/2/2007
5400239	1	France.COM	French	M	1975	10/27/2007	11/2/2007
5425402	1	Germany.COM	German	M	1977	11/1/2007	11/1/2007
5419513	1	Cyprus	Greek	M	1986	10/31/2007	10/31/2007
4924378	1	Germany.COM	German	M	1982	7/13/2007	10/31/2007
4017465	1	France.COM	French	M	1985	11/23/2006	10/31/2007
2824087	1	Netherlands	Dutch	M	1985	4/24/2006	10/31/2007
5417704	1	France.COM	French	M	1979	10/30/2007	10/30/2007
5410743	1	Germany.COM	German	M	1986	10/29/2007	10/29/2007
5410988	1	Greece.BAW	English	M	1978	10/29/2007	10/29/2007
5395841	1	Germany.COM	German	M	1985	10/27/2007	10/27/2007
5345825	1	Romania	Romanian	M	1972	10/17/2007	10/26/2007
5377519	1	France.COM	French	M	1989	10/23/2007	10/25/2007
5344620	1	Germany.COM	German	M	1988	10/16/2007	10/25/2007
5385439	1	France.COM	French	M	1987	10/24/2007	10/24/2007
5376766	1	Germany.COM	German	M	1976	10/23/2007	10/23/2007
5355263	1	Greece.BAW	Greek	M	1973	10/19/2007	10/19/2007
5348916	1	Germany.COM	German	M	1989	10/17/2007	10/19/2007
5351172	1	Germany.COM	German	M	1986	10/18/2007	10/18/2007
5326898	1	Czech Republic	Czech	M	1974	10/12/2007	10/18/2007
5320445	1	Hungary	Hungarian	M	1984	10/11/2007	10/15/2007
5330769	1	Austria	German	M	1968	10/13/2007	10/13/2007
5313336	1	Germany.COM	German	M	1979	10/9/2007	10/13/2007
5327208	1	France.COM	French	M	1986	10/12/2007	10/12/2007
5313713	1	Poland	Polish	M	1986	10/9/2007	10/11/2007
5317415	1	Germany.COM	German	M	1980	10/10/2007	10/10/2007
5312633	1	Germany.COM	German	M	1977	10/9/2007	10/9/2007
5303756	1	Germany.COM	German	M	1989	10/7/2007	10/7/2007
5306717	1	Germany.COM	German	M	1989	10/7/2007	10/7/2007
2788362	1	Germany.COM	German	M	1981	4/14/2006	10/6/2007
5294697	1	Germany.COM	German	M	1982	10/5/2007	10/5/2007
5275259	1	Hungary	Hungarian	M	1977	10/2/2007	10/4/2007
4686195	1	Portugal	Portuguese	M	1974	4/29/2007	10/3/2007
3092883	1	Slovakia	Slovak	M	1978	6/12/2006	10/2/2007
3680952	1	Germany.COM	German	M	1984	9/11/2006	9/28/2007
5250620	1	Germany.COM	German	M	1989	9/27/2007	9/27/2007
5250975	1	Germany.COM	German	M	1985	9/27/2007	9/27/2007
5223699	1	Poland	Polish	M	1989	9/22/2007	9/26/2007
5243531	1	France.COM	French	M	1962	9/25/2007	9/25/2007
5218179	1	Portugal	Portuguese	M	1985	9/21/2007	9/24/2007
5233772	1	Germany.COM	German	M	1985	9/23/2007	9/23/2007
5233791	1	France.COM	Turkish	M	1976	9/23/2007	9/23/2007
5223765	1	Germany.COM	German	M	1983	9/22/2007	9/22/2007
5217668	1	Italy.IT	Italian	M	1965	9/20/2007	9/21/2007
5212669	1	Poland	Polish	M	1972	9/19/2007	9/21/2007
5207909	1	Germany.COM	German	M	1970	9/18/2007	9/19/2007
5196907	1	France.COM	French	M	1975	9/16/2007	9/19/2007
5206109	1	Poland	Polish	M	1984	9/18/2007	9/18/2007
5198289	1	Germany.COM	German	M	1980	9/16/2007	9/18/2007
5193178	1	Czech Republic	Czech	M	1985	9/15/2007	9/17/2007
5013004	1	Hungary	Hungarian	M	1983	8/11/2007	9/17/2007
3968386	1	Portugal	Portuguese	M	1974	11/12/2006	9/17/2007
5194256	1	Poland	Polish	M	1988	9/16/2007	9/16/2007
4026291	1	Germany.COM	German	M	1976	11/25/2006	9/16/2007
3675396	1	Austria	German	M	1982	9/10/2006	9/16/2007
5175043	1	Germany.COM	German	M	1988	9/12/2007	9/14/2007
5179708	1	Germany.COM	German	M	1977	9/13/2007	9/13/2007
5175623	1	Malta	English	M	1987	9/12/2007	9/12/2007
5178879	1	Germany.COM	German	M	1985	9/12/2007	9/12/2007
5164325	1	Germany.COM	German	M	1989	9/9/2007	9/12/2007
5143155	1	Germany.COM	German	M	1957	9/5/2007	9/10/2007
5164417	1	Spain	Spanish	M	1974	9/9/2007	9/9/2007
5160540	1	France.COM	French	M	1965	9/8/2007	9/8/2007
5151648	1	Belgium	Dutch	M	1982	9/7/2007	9/7/2007
5135681	1	Germany.COM	German	M	1987	9/3/2007	9/6/2007
1124617	1	Germany.COM	German	M	1983	8/28/2004	9/6/2007
2999195	1	Poland	Polish	M	1987	6/6/2006	9/4/2007
5133765	1	Germany.COM	German	M	1959	9/3/2007	9/3/2007
5121779	1	Germany.COM	German	M	1977	9/1/2007	9/1/2007
5097506	1	Germany.COM	German	M	1989	8/28/2007	9/1/2007
5044150	1	Germany.COM	German	M	1989	8/18/2007	9/1/2007
5028144	1	Germany.COM	German	M	1978	8/14/2007	9/1/2007
5105138	1	France.COM	French	M	1981	8/30/2007	8/30/2007
5106620	1	Greece.BAW	Greek	M	1980	8/30/2007	8/30/2007
5101193	1	Germany.COM	German	M	1973	8/29/2007	8/29/2007
5084881	1	Germany.COM	German	M	1979	8/26/2007	8/26/2007
1152572	1	France.COM	French	M	1983	9/22/2004	8/26/2007
5070927	1	Germany.COM	German	M	1987	8/23/2007	8/24/2007
5070706	1	Germany.COM	German	M	1981	8/23/2007	8/24/2007
5071236	1	Greece.BAW	Greek	M	1979	8/23/2007	8/24/2007
5061924	1	Croatia	Croatian	M	1976	8/21/2007	8/24/2007
4588003	1	Poland	Polish	M	1959	4/5/2007	8/23/2007
4348335	1	Germany.COM	German	M	1956	2/12/2007	8/23/2007
2229692	1	Morocco	French	M	1977	12/5/2005	8/21/2007
2865204	1	Greece.BAW	Greek	M	1978	5/6/2006	8/20/2007
5046922	1	Spain	Spanish	M	1977	8/18/2007	8/18/2007
4970372	1	Portugal	Portuguese	M	1977	7/31/2007	8/18/2007
4944708	1	Spain	Spanish	M	1978	7/22/2007	8/16/2007
2747359	1	Germany.COM	German	M	1954	4/4/2006	8/16/2007
5032434	1	Germany.COM	German	M	1978	8/15/2007	8/15/2007
4782932	1	Germany.COM	German	M	1957	5/22/2007	8/14/2007
5022200	1	Germany.COM	German	M	1982	8/13/2007	8/13/2007
1865113	1	Germany.COM	German	M	1986	9/9/2005	8/11/2007
5005168	1	Germany.COM	German	M	1984	8/10/2007	8/10/2007
4996838	1	Greece.BAW	Greek	M	1986	8/7/2007	8/9/2007
4980745	1	Hungary	Hungarian	M	1953	8/3/2007	8/8/2007
1482265	1	Germany.COM	German	M	1984	3/31/2005	8/8/2007
4996217	1	France.COM	French	M	1985	8/7/2007	8/7/2007
4994531	1	Belgium	Dutch	M	1978	8/7/2007	8/7/2007
4970800	1	Germany.COM	German	M	1989	7/31/2007	8/7/2007
4986792	1	Germany.COM	German	M	1989	8/5/2007	8/5/2007
4978317	1	Germany.COM	German	M	1978	8/3/2007	8/3/2007
4972981	1	Greece.BAW	Greek	M	1974	8/1/2007	8/1/2007
4963002	1	Portugal	Portuguese	M	1977	7/29/2007	7/29/2007
4946392	1	Poland	Polish	M	1983	7/22/2007	7/25/2007
2777944	1	Germany.COM	German	M	1987	4/11/2006	7/25/2007
4940800	1	United Kingdom	English	M	1952	7/20/2007	7/22/2007
4940917	1	France.COM	French	M	1968	7/20/2007	7/20/2007
4939096	1	Germany.COM	German	M	1963	7/19/2007	7/19/2007
4932146	1	Germany.COM	German	M	1977	7/16/2007	7/18/2007
4921552	1	Poland	Polish	M	1988	7/12/2007	7/16/2007
3604982	1	Romania	Hungarian	M	1979	8/25/2006	7/14/2007
905798	1	Switzerland	German	M	1985	1/28/2004	7/13/2007
4921336	1	Germany.COM	German	M	1982	7/12/2007	7/12/2007
4407380	1	Czech Republic	Czech	M	1981	2/24/2007	7/12/2007
4916704	1	France.COM	French	M	1981	7/11/2007	7/11/2007
4917155	1	Germany.COM	German	M	1946	7/11/2007	7/11/2007
4599145	1	Poland	Polish	M	1989	4/7/2007	7/9/2007
4909756	1	Bosnia and Herzego	Croatian	M	1979	7/8/2007	7/8/2007
4901925	1	Germany.COM	German	M	1970	7/4/2007	7/5/2007
4901809	1	Germany.COM	German	M	1981	7/4/2007	7/4/2007
4857484	1	Germany.COM	German	M	1988	6/16/2007	7/3/2007
4896650	1	Austria	German	M	1979	7/2/2007	7/2/2007
4894302	1	Germany.COM	Turkish	M	1975	7/1/2007	7/1/2007
4890437	1	Greece.BAW	Greek	M	1978	6/30/2007	6/30/2007
4888078	1	Austria	German	M	1939	6/29/2007	6/29/2007
4648529	1	Spain	Spanish	M	1977	4/20/2007	6/29/2007
4882865	1	Germany.COM	German	M	1985	6/27/2007	6/28/2007
4800972	1	Germany.COM	German	M	1982	5/27/2007	6/28/2007
4882145	1	Germany.COM	German	M	1963	6/26/2007	6/27/2007
4549204	1	Poland	Polish	M	1988	3/26/2007	6/22/2007
4867029	1	Germany.COM	German	M	1981	6/20/2007	6/20/2007
4867936	1	France.COM	French	M	1980	6/20/2007	6/20/2007
4821963	1	Poland	Polish	M	1975	6/3/2007	6/19/2007
4863608	1	Germany.COM	German	M	1987	6/18/2007	6/18/2007
4863920	1	Germany.COM	German	M	1986	6/18/2007	6/18/2007
2930403	1	Hungary	Hungarian	M	1955	5/23/2006	6/18/2007
2426061	1	Germany.COM	German	M	1970	1/30/2006	6/16/2007
4597571	1	Spain	Spanish	M	1988	4/7/2007	6/15/2007
4785430	1	Slovenia	Slovenian	M	1981	5/23/2007	6/10/2007
4699296	1	Germany.COM	German	M	1980	5/2/2007	6/6/2007
4817579	1	Germany.COM	German	M	1984	6/2/2007	6/2/2007
4821096	1	Germany.COM	German	M	1984	6/2/2007	6/2/2007
4813899	1	Portugal	Portuguese	M	1975	5/31/2007	6/1/2007
4806066	1	Czech Republic	Czech	M	1983	5/29/2007	6/1/2007
4812422	1	Germany.COM	German	M	1987	5/31/2007	5/31/2007
4812626	1	Slovakia	Slovak	M	1981	5/31/2007	5/31/2007
4808882	1	Germany.COM	German	M	1984	5/30/2007	5/30/2007
4811008	1	Germany.COM	German	M	1979	5/30/2007	5/30/2007
4527767	1	Portugal	Portuguese	M	1970	3/20/2007	5/30/2007
4808150	1	Switzerland	German	M	1986	5/29/2007	5/29/2007
4803731	1	Switzerland	German	M	1984	5/28/2007	5/28/2007
4805410	1	Germany.COM	German	M	1983	5/28/2007	5/28/2007
4796476	1	Sweden	Croatian	M	1976	5/25/2007	5/25/2007
4793332	1	France.COM	French	M	1971	5/24/2007	5/24/2007
4210605	1	France.COM	French	M	1969	1/11/2007	5/24/2007
4789988	1	Italy.IT	Italian	M	1985	5/23/2007	5/23/2007
4780579	1	Germany.COM	German	M	1975	5/21/2007	5/23/2007
4778231	1	Germany.COM	German	M	1989	5/21/2007	5/21/2007
4781184	1	Greece.BAW	Greek	M	1975	5/21/2007	5/21/2007
4775512	1	Czech Republic	Czech	M	1948	5/20/2007	5/20/2007
2083227	1	Germany.COM	German	M	1978	10/31/2005	5/17/2007
1411882	1	Switzerland	German	M	1974	3/3/2005	5/16/2007
4754574	1	Spain	Spanish	M	1984	5/15/2007	5/15/2007
4754903	1	France.COM	French	M	1984	5/15/2007	5/15/2007
4741334	1	Sweden	Swedish	M	1975	5/12/2007	5/12/2007
4734610	1	Germany.COM	German	M	1988	5/11/2007	5/11/2007
4733608	1	Germany.COM	German	M	1982	5/10/2007	5/10/2007
3189501	1	Hungary	Hungarian	M	1985	6/17/2006	5/10/2007
4717280	1	Germany.COM	German	M	1986	5/6/2007	5/9/2007
3205721	1	Germany.COM	German	M	1984	6/19/2006	5/9/2007
4725440	1	Austria	German	M	1987	5/8/2007	5/8/2007
4723797	1	Switzerland	German	M	1937	5/8/2007	5/8/2007
4708962	1	Germany.COM	German	M	1973	5/4/2007	5/8/2007
1353206	1	Germany.COM	German	M	1979	2/12/2005	5/8/2007
4717806	1	Germany.COM	German	M	1978	5/6/2007	5/6/2007
4701220	1	Germany.COM	German	M	1978	5/2/2007	5/5/2007
2952806	1	Germany.COM	German	M	1971	5/29/2006	5/5/2007
4700436	1	Spain	Spanish	M	1978	5/2/2007	5/4/2007
4667915	1	Germany.COM	English	M	1987	4/25/2007	5/4/2007
4701658	1	Germany.COM	German	M	1975	5/3/2007	5/3/2007
4693834	1	Germany.COM	German	M	1977	5/1/2007	5/3/2007
4697358	1	Italy.IT	Italian	M	1964	5/2/2007	5/2/2007
4693383	1	Germany.COM	German	M	1984	5/1/2007	5/1/2007
4579343	1	Romania	English	M	1982	4/2/2007	5/1/2007
3229927	1	Denmark	English	M	1988	6/20/2006	5/1/2007
2657008	1	Portugal	Portuguese	M	1986	3/17/2006	4/30/2007
4685809	1	Slovakia	Slovak	M	1985	4/29/2007	4/29/2007
4683871	1	Spain	Spanish	M	1977	4/28/2007	4/29/2007
4675453	1	Italy.IT	Italian	M	1976	4/27/2007	4/27/2007
4659410	1	Spain	Spanish	M	1979	4/23/2007	4/23/2007
4239077	1	France.COM	French	M	1970	1/19/2007	4/22/2007
4653627	1	France.COM	French	M	1988	4/21/2007	4/21/2007
4639641	1	Norway	English	M	1986	4/18/2007	4/18/2007
4632593	1	Germany.COM	German	M	1984	4/16/2007	4/18/2007
3914576	1	Germany.COM	German	M	1964	11/1/2006	4/18/2007
4633299	1	France.COM	French	M	1980	4/16/2007	4/16/2007
4622241	1	Italy.IT	Italian	M	1983	4/13/2007	4/13/2007
3837155	1	Germany.COM	German	M	1985	10/17/2006	4/13/2007
4608680	1	Germany.COM	German	M	1983	4/10/2007	4/12/2007
4600997	1	Germany.COM	German	M	1980	4/8/2007	4/12/2007
2486182	1	Poland	Polish	M	1981	2/12/2006	4/12/2007
1579804	1	Germany.COM	German	M	1986	5/2/2005	4/11/2007
4607869	1	Germany.COM	German	M	1988	4/10/2007	4/10/2007
4608302	1	Germany.COM	German	M	1987	4/10/2007	4/10/2007
4610412	1	Germany.COM	German	M	1980	4/10/2007	4/10/2007
4599005	1	France.COM	French	M	1987	4/7/2007	4/7/2007
4585066	1	Germany.COM	German	M	1989	4/4/2007	4/5/2007
3556967	1	Slovenia	Slovenian	M	1975	8/13/2006	4/5/2007
4570212	1	Germany.COM	German	M	1961	3/31/2007	4/4/2007
4579060	1	Switzerland	German	M	1979	4/2/2007	4/2/2007
4495603	1	Poland	Polish	M	1969	3/13/2007	4/2/2007
4573657	1	Germany.COM	German	M	1984	4/1/2007	4/1/2007
4488267	1	Germany.COM	German	M	1987	3/11/2007	4/1/2007
